time,location,activity,name,file_num
22:10 PM,Living Room,Taking her dog for a walk,Miss Scarlet,8
19:00 PM,Living Room,Bringing in the shopping,Miss Scarlet,19
19:10 PM,Bathroom,Serving drinks and chatting with guests,Miss Scarlet,19
19:20 PM,Bathroom,Raising a painting,Miss Scarlet,19
19:30 PM,Bathroom,Opening a safe,Miss Scarlet,19
19:40 PM,Living Room,Tying decorative knots,Miss Scarlet,19
19:50 PM,Study,Inspecting wine bottles,Miss Scarlet,19
20:00 PM,Living Room,Taking her dog for a walk,Miss Scarlet,19
20:10 PM,Living Room,Polishing household items,Miss Scarlet,19
20:20 PM,Dining Room,Tying decorative knots,Miss Scarlet,19
20:30 PM,Dining Room,Reorganizing books and materials,Miss Scarlet,19
20:40 PM,Study,Polishing household items,Miss Scarlet,19
20:50 PM,Living Room,Taking her dog for a walk,Miss Scarlet,19
21:00 PM,Study,Complaining about TSA going through their purse,Miss Scarlet,19
21:10 PM,Living Room,Looking in drawers,Miss Scarlet,19
21:20 PM,Bathroom,Reorganizing books and materials,Miss Scarlet,19
21:30 PM,Living Room,Returning to mingle with guests,Miss Scarlet,19
21:40 PM,Bathroom,Taking her dog for a walk,Miss Scarlet,19
21:50 PM,Living Room,Taking her dog for a walk,Miss Scarlet,19
22:00 PM,Study,Raising a painting,Miss Scarlet,19
22:10 PM,Study,Raising a painting,Miss Scarlet,19
19:00 PM,Pantry,Serving drinks and chatting with guests,Mr. Green,6
19:10 PM,Kitchen,Tampering with drinks,Mr. Green,6
19:20 PM,Pantry,Ripping wippets,Mr. Green,6
19:30 PM,Kitchen,Speaking in a high-pitched voice,Mr. Green,6
19:40 PM,Kitchen,Looking in drawers,Mr. Green,6
19:50 PM,Kitchen,Speaking in a high-pitched voice,Mr. Green,6
20:00 PM,Dining Room,Inflating balloons,Mr. Green,6
20:10 PM,Kitchen,Whittling a stick,Mr. Green,6
20:20 PM,Pantry,Looking in drawers,Mr. Green,6
20:30 PM,Kitchen,Looking in drawers,Mr. Green,6
20:40 PM,Kitchen,Ripping wippets,Mr. Green,6
20:50 PM,Pantry,Reading warning labels,Mr. Green,6
21:00 PM,Kitchen,Looking in drawers,Mr. Green,6
21:10 PM,Pantry,Rinsing a glass carefully,Mr. Green,6
21:20 PM,Kitchen,Looking in drawers,Mr. Green,6
21:30 PM,Dining Room,Inflating balloons,Mr. Green,6
21:40 PM,Dining Room,Reading warning labels,Mr. Green,6
21:50 PM,Kitchen,Speaking in a high-pitched voice,Mr. Green,6
22:00 PM,Pantry,Reading warning labels,Mr. Green,6
22:10 PM,Kitchen,Inflating balloons,Mr. Green,6
19:00 PM,Bathroom,Peeling an orange,Professor Plum,3
19:10 PM,Living Room,Whittling a stick,Professor Plum,3
19:20 PM,Living Room,Returning to mingle with guests,Professor Plum,3
19:30 PM,Bathroom,Inflating balloons,Professor Plum,3
19:40 PM,Bathroom,Returning to mingle with guests,Professor Plum,3
19:50 PM,Living Room,Peeling an orange,Professor Plum,3
20:00 PM,Bathroom,Taking her dog for a walk,Professor Plum,3
20:10 PM,Bathroom,Reading a novel quietly,Professor Plum,3
20:20 PM,Bathroom,Whittling a stick,Professor Plum,3
20:30 PM,Bathroom,Peeling an orange,Professor Plum,3
20:40 PM,Bathroom,Opening letters,Professor Plum,3
20:50 PM,Bathroom,Returning to mingle with guests,Professor Plum,3
21:00 PM,Living Room,Returning to mingle with guests,Professor Plum,3
21:10 PM,Bathroom,Returning to mingle with guests,Professor Plum,3
21:20 PM,Living Room,Opening letters,Professor Plum,3
21:30 PM,Bathroom,Returning to mingle with guests,Professor Plum,3
21:40 PM,Living Room,Tying decorative knots,Professor Plum,3
21:50 PM,Bathroom,Opening letters,Professor Plum,3
22:00 PM,Living Room,Reading a novel quietly,Professor Plum,3
22:10 PM,Study,Peeling an orange,Professor Plum,3
19:00 PM,Kitchen,Chatting with guests,Mrs. Peacock,4
19:10 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,4
19:20 PM,Dining Room,Chatting with guests,Mrs. Peacock,4
19:30 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,4
19:40 PM,Kitchen,Chatting with guests,Mrs. Peacock,4
19:50 PM,Kitchen,Peeling an orange,Mrs. Peacock,4
20:00 PM,Dining Room,Reorganizing books and materials,Mrs. Peacock,4
20:10 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,4
20:20 PM,Pantry,Chatting with guests,Mrs. Peacock,4
20:30 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,4
20:40 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,4
20:50 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,4
21:00 PM,Pantry,Bragging about their Birkin,Mrs. Peacock,4
21:10 PM,Kitchen,Complaining about TSA going through their purse,Mrs. Peacock,4
21:20 PM,Dining Room,Raising a painting,Mrs. Peacock,4
21:30 PM,Dining Room,Opening letters,Mrs. Peacock,4
21:40 PM,Kitchen,Chatting with guests,Mrs. Peacock,4
21:50 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,4
22:00 PM,Kitchen,Looking in drawers,Mrs. Peacock,4
22:10 PM,Kitchen,Chatting with guests,Mrs. Peacock,4
19:00 PM,Dining Room,Returning to mingle with guests,Colonel Mustard,8
19:10 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,8
19:20 PM,Bathroom,Inspecting wine bottles,Colonel Mustard,8
19:30 PM,Living Room,Rinsing a glass carefully,Colonel Mustard,8
19:40 PM,Dining Room,Serving drinks and chatting with guests,Colonel Mustard,8
19:50 PM,Study,Serving drinks and chatting with guests,Colonel Mustard,8
20:00 PM,Dining Room,Serving drinks and chatting with guests,Colonel Mustard,8
20:10 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,8
20:20 PM,Dining Room,Tampering with drinks,Colonel Mustard,8
20:30 PM,Kitchen,Swapping drinks unnoticed,Colonel Mustard,8
20:40 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,8
20:50 PM,Kitchen,Swapping drinks unnoticed,Colonel Mustard,8
21:00 PM,Pantry,Tampering with drinks,Colonel Mustard,8
21:10 PM,Kitchen,Rinsing a glass carefully,Colonel Mustard,8
21:20 PM,Pantry,Whittling a stick,Colonel Mustard,8
21:30 PM,Kitchen,Inspecting wine bottles,Colonel Mustard,8
21:40 PM,Pantry,Tampering with drinks,Colonel Mustard,8
21:50 PM,Kitchen,Tampering with drinks,Colonel Mustard,8
22:00 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,8
22:10 PM,Living Room,Looking in drawers,Colonel Mustard,8
19:00 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,3
19:10 PM,Living Room,Speaking in a high-pitched voice,Colonel Mustard,3
19:20 PM,Study,Serving drinks and chatting with guests,Colonel Mustard,3
19:30 PM,Living Room,Inspecting wine bottles,Colonel Mustard,3
19:40 PM,Dining Room,Bringing in the shopping,Colonel Mustard,3
19:50 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,3
20:00 PM,Study,Serving drinks and chatting with guests,Colonel Mustard,3
20:10 PM,Living Room,Tampering with drinks,Colonel Mustard,3
20:20 PM,Bathroom,Taking her dog for a walk,Colonel Mustard,3
20:30 PM,Bathroom,Rinsing a glass carefully,Colonel Mustard,3
20:40 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,3
20:50 PM,Dining Room,Rinsing a glass carefully,Colonel Mustard,3
21:00 PM,Kitchen,Rinsing a glass carefully,Colonel Mustard,3
21:10 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,3
21:20 PM,Kitchen,Inspecting wine bottles,Colonel Mustard,3
21:30 PM,Dining Room,Swapping drinks unnoticed,Colonel Mustard,3
21:40 PM,Study,Tampering with drinks,Colonel Mustard,3
21:50 PM,Living Room,Tampering with drinks,Colonel Mustard,3
22:00 PM,Dining Room,Serving drinks and chatting with guests,Colonel Mustard,3
22:10 PM,Dining Room,Taking her dog for a walk,Colonel Mustard,3
19:00 PM,Bathroom,Tying decorative knots,Professor Plum,8
19:10 PM,Living Room,Speaking in a high-pitched voice,Professor Plum,8
19:20 PM,Dining Room,Taking her dog for a walk,Professor Plum,8
19:30 PM,Study,Whittling a stick,Professor Plum,8
19:40 PM,Dining Room,Reading a novel quietly,Professor Plum,8
19:50 PM,Living Room,Returning to mingle with guests,Professor Plum,8
20:00 PM,Study,Opening letters,Professor Plum,8
20:10 PM,Study,Whittling a stick,Professor Plum,8
20:20 PM,Living Room,Reading a novel quietly,Professor Plum,8
20:30 PM,Study,Reading a novel quietly,Professor Plum,8
20:40 PM,Living Room,Whittling a stick,Professor Plum,8
20:50 PM,Bathroom,Whittling a stick,Professor Plum,8
21:00 PM,Bathroom,Peeling an orange,Professor Plum,8
21:10 PM,Living Room,Opening letters,Professor Plum,8
21:20 PM,Study,Opening letters,Professor Plum,8
21:30 PM,Study,Peeling an orange,Professor Plum,8
21:40 PM,Living Room,Reading a novel quietly,Professor Plum,8
21:50 PM,Bathroom,Returning to mingle with guests,Professor Plum,8
22:00 PM,Bathroom,Whittling a stick,Professor Plum,8
22:10 PM,Bathroom,Returning to mingle with guests,Professor Plum,8
19:00 PM,Dining Room,Inspecting wine bottles,Colonel Mustard,11
19:10 PM,Living Room,Reading a novel quietly,Colonel Mustard,11
19:20 PM,Study,Rinsing a glass carefully,Colonel Mustard,11
19:30 PM,Living Room,Rinsing a glass carefully,Colonel Mustard,11
19:40 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,11
19:50 PM,Living Room,Chatting with guests,Colonel Mustard,11
20:00 PM,Bathroom,Serving drinks and chatting with guests,Colonel Mustard,11
20:10 PM,Living Room,Complaining about TSA going through their purse,Colonel Mustard,11
20:20 PM,Living Room,Reorganizing books and materials,Colonel Mustard,11
20:30 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,11
20:40 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,11
20:50 PM,Dining Room,Returning to mingle with guests,Colonel Mustard,11
21:00 PM,Study,Swapping drinks unnoticed,Colonel Mustard,11
21:10 PM,Living Room,Rinsing a glass carefully,Colonel Mustard,11
21:20 PM,Living Room,Swapping drinks unnoticed,Colonel Mustard,11
21:30 PM,Dining Room,Tampering with drinks,Colonel Mustard,11
21:40 PM,Living Room,Speaking in a high-pitched voice,Colonel Mustard,11
21:50 PM,Bathroom,Serving drinks and chatting with guests,Colonel Mustard,11
22:00 PM,Living Room,Serving drinks and chatting with guests,Colonel Mustard,11
22:10 PM,Living Room,Opening letters,Colonel Mustard,11
19:00 PM,Living Room,Complaining about TSA going through their purse,Miss Scarlet,12
19:10 PM,Living Room,Taking her dog for a walk,Miss Scarlet,12
19:20 PM,Study,Opening a safe,Miss Scarlet,12
19:30 PM,Living Room,Inspecting wine bottles,Miss Scarlet,12
19:40 PM,Study,Tying decorative knots,Miss Scarlet,12
19:50 PM,Dining Room,Reorganizing books and materials,Miss Scarlet,12
20:00 PM,Kitchen,Bringing in the shopping,Miss Scarlet,12
20:10 PM,Kitchen,Observing guests from afar,Miss Scarlet,12
20:20 PM,Kitchen,Taking her dog for a walk,Miss Scarlet,12
20:30 PM,Pantry,Swapping drinks unnoticed,Miss Scarlet,12
20:40 PM,Kitchen,Observing guests from afar,Miss Scarlet,12
20:50 PM,Pantry,Observing guests from afar,Miss Scarlet,12
21:00 PM,Pantry,Reorganizing books and materials,Miss Scarlet,12
21:10 PM,Kitchen,Polishing household items,Miss Scarlet,12
21:20 PM,Pantry,Reorganizing books and materials,Miss Scarlet,12
21:30 PM,Kitchen,Reorganizing books and materials,Miss Scarlet,12
21:40 PM,Dining Room,Tying decorative knots,Miss Scarlet,12
21:50 PM,Study,Observing guests from afar,Miss Scarlet,12
22:00 PM,Study,Tying decorative knots,Miss Scarlet,12
22:10 PM,Living Room,Observing guests from afar,Miss Scarlet,12
19:00 PM,Study,Returning to mingle with guests,Professor Plum,14
19:10 PM,Dining Room,Whittling a stick,Professor Plum,14
19:20 PM,Dining Room,Opening letters,Professor Plum,14
19:30 PM,Living Room,Inspecting a family heirloom,Professor Plum,14
19:40 PM,Study,Chatting with guests,Professor Plum,14
19:50 PM,Dining Room,Observing guests from afar,Professor Plum,14
20:00 PM,Study,Whittling a stick,Professor Plum,14
20:10 PM,Dining Room,Returning to mingle with guests,Professor Plum,14
20:20 PM,Study,Opening letters,Professor Plum,14
20:30 PM,Study,Tying decorative knots,Professor Plum,14
20:40 PM,Dining Room,Opening letters,Professor Plum,14
20:50 PM,Dining Room,Peeling an orange,Professor Plum,14
21:00 PM,Dining Room,Reading a novel quietly,Professor Plum,14
21:10 PM,Study,Returning to mingle with guests,Professor Plum,14
21:20 PM,Living Room,Whittling a stick,Professor Plum,14
21:30 PM,Bathroom,Returning to mingle with guests,Professor Plum,14
21:40 PM,Living Room,Reading a novel quietly,Professor Plum,14
21:50 PM,Bathroom,Reading a novel quietly,Professor Plum,14
22:00 PM,Bathroom,Peeling an orange,Professor Plum,14
22:10 PM,Bathroom,Complaining about TSA going through their purse,Professor Plum,14
19:00 PM,Study,Taking her dog for a walk,Miss Scarlet,3
19:10 PM,Dining Room,Bringing in the shopping,Miss Scarlet,3
19:20 PM,Dining Room,Raising a painting,Miss Scarlet,3
19:30 PM,Living Room,Observing guests from afar,Miss Scarlet,3
19:40 PM,Study,Observing guests from afar,Miss Scarlet,3
19:50 PM,Study,Reorganizing books and materials,Miss Scarlet,3
20:00 PM,Study,Reorganizing books and materials,Miss Scarlet,3
20:10 PM,Dining Room,Observing guests from afar,Miss Scarlet,3
20:20 PM,Living Room,Peeling an orange,Miss Scarlet,3
20:30 PM,Dining Room,Taking her dog for a walk,Miss Scarlet,3
20:40 PM,Study,Chatting with guests,Miss Scarlet,3
20:50 PM,Living Room,Observing guests from afar,Miss Scarlet,3
21:00 PM,Study,Tying decorative knots,Miss Scarlet,3
21:10 PM,Dining Room,Whittling a stick,Miss Scarlet,3
21:20 PM,Living Room,Raising a painting,Miss Scarlet,3
21:30 PM,Living Room,Observing guests from afar,Miss Scarlet,3
21:40 PM,Living Room,Raising a painting,Miss Scarlet,3
21:50 PM,Study,Taking her dog for a walk,Miss Scarlet,3
22:00 PM,Study,Tying decorative knots,Miss Scarlet,3
22:10 PM,Living Room,Opening a safe,Miss Scarlet,3
19:00 PM,Kitchen,Inspecting a family heirloom,Mrs. Peacock,17
19:10 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,17
19:20 PM,Dining Room,Reorganizing books and materials,Mrs. Peacock,17
19:30 PM,Living Room,Retrieving items from storage,Mrs. Peacock,17
19:40 PM,Bathroom,Bringing in the shopping,Mrs. Peacock,17
19:50 PM,Living Room,Raising a painting,Mrs. Peacock,17
20:00 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,17
20:10 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,17
20:20 PM,Kitchen,Complaining about TSA going through their purse,Mrs. Peacock,17
20:30 PM,Dining Room,Bringing in the shopping,Mrs. Peacock,17
20:40 PM,Living Room,Bragging about their Birkin,Mrs. Peacock,17
20:50 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,17
21:00 PM,Kitchen,Raising a painting,Mrs. Peacock,17
21:10 PM,Pantry,Washing up after handling items,Mrs. Peacock,17
21:20 PM,Kitchen,Bragging about their Birkin,Mrs. Peacock,17
21:30 PM,Dining Room,Chatting with guests,Mrs. Peacock,17
21:40 PM,Dining Room,Talking about skeet shooting,Mrs. Peacock,17
21:50 PM,Kitchen,Reading a novel quietly,Mrs. Peacock,17
22:00 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,17
22:10 PM,Kitchen,Reorganizing books and materials,Mrs. Peacock,17
19:00 PM,Kitchen,Retrieving items from storage,Mrs. Peacock,3
19:10 PM,Dining Room,Peeling an orange,Mrs. Peacock,3
19:20 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,3
19:30 PM,Dining Room,Raising a painting,Mrs. Peacock,3
19:40 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,3
19:50 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,3
20:00 PM,Pantry,Bringing in the shopping,Mrs. Peacock,3
20:10 PM,Kitchen,Inflating balloons,Mrs. Peacock,3
20:20 PM,Dining Room,Whittling a stick,Mrs. Peacock,3
20:30 PM,Kitchen,Complaining about TSA going through their purse,Mrs. Peacock,3
20:40 PM,Dining Room,Retrieving items from storage,Mrs. Peacock,3
20:50 PM,Kitchen,Bringing in the shopping,Mrs. Peacock,3
21:00 PM,Pantry,Chatting with guests,Mrs. Peacock,3
21:10 PM,Kitchen,Bragging about their Birkin,Mrs. Peacock,3
21:20 PM,Dining Room,Reading a novel quietly,Mrs. Peacock,3
21:30 PM,Dining Room,Complaining about TSA going through their purse,Mrs. Peacock,3
21:40 PM,Dining Room,Taking her dog for a walk,Mrs. Peacock,3
21:50 PM,Kitchen,Reading warning labels,Mrs. Peacock,3
22:00 PM,Pantry,Bragging about their Birkin,Mrs. Peacock,3
22:10 PM,Pantry,Inspecting wine bottles,Mrs. Peacock,3
19:00 PM,Bathroom,Opening letters,Professor Plum,4
19:10 PM,Living Room,Reading a novel quietly,Professor Plum,4
19:20 PM,Bathroom,Tying decorative knots,Professor Plum,4
19:30 PM,Living Room,Taking her dog for a walk,Professor Plum,4
19:40 PM,Bathroom,Whittling a stick,Professor Plum,4
19:50 PM,Bathroom,Peeling an orange,Professor Plum,4
20:00 PM,Living Room,Peeling an orange,Professor Plum,4
20:10 PM,Study,Whittling a stick,Professor Plum,4
20:20 PM,Study,Returning to mingle with guests,Professor Plum,4
20:30 PM,Study,Opening letters,Professor Plum,4
20:40 PM,Study,Peeling an orange,Professor Plum,4
20:50 PM,Living Room,Opening letters,Professor Plum,4
21:00 PM,Bathroom,Returning to mingle with guests,Professor Plum,4
21:10 PM,Living Room,Whittling a stick,Professor Plum,4
21:20 PM,Study,Returning to mingle with guests,Professor Plum,4
21:30 PM,Dining Room,Inflating balloons,Professor Plum,4
21:40 PM,Study,Peeling an orange,Professor Plum,4
21:50 PM,Study,Peeling an orange,Professor Plum,4
22:00 PM,Study,Reading a novel quietly,Professor Plum,4
22:10 PM,Study,Reading a novel quietly,Professor Plum,4
19:00 PM,Kitchen,Reading warning labels,Mr. Green,1
19:10 PM,Pantry,Bragging about their Birkin,Mr. Green,1
19:20 PM,Kitchen,Tampering with drinks,Mr. Green,1
19:30 PM,Kitchen,Speaking in a high-pitched voice,Mr. Green,1
19:40 PM,Dining Room,Speaking in a high-pitched voice,Mr. Green,1
19:50 PM,Study,Inflating balloons,Mr. Green,1
20:00 PM,Study,Reading warning labels,Mr. Green,1
20:10 PM,Dining Room,Looking in drawers,Mr. Green,1
20:20 PM,Kitchen,Inflating balloons,Mr. Green,1
20:30 PM,Pantry,Speaking in a high-pitched voice,Mr. Green,1
20:40 PM,Kitchen,Inflating balloons,Mr. Green,1
20:50 PM,Pantry,Tampering with drinks,Mr. Green,1
21:00 PM,Kitchen,Inflating balloons,Mr. Green,1
21:10 PM,Dining Room,Inflating balloons,Mr. Green,1
21:20 PM,Kitchen,Looking in drawers,Mr. Green,1
21:30 PM,Dining Room,Ripping wippets,Mr. Green,1
21:40 PM,Kitchen,Reading warning labels,Mr. Green,1
21:50 PM,Pantry,Reading warning labels,Mr. Green,1
22:00 PM,Kitchen,Ripping wippets,Mr. Green,1
22:10 PM,Pantry,Inflating balloons,Mr. Green,1
19:00 PM,Study,Returning to mingle with guests,Professor Plum,18
19:10 PM,Study,Taking her dog for a walk,Professor Plum,18
19:20 PM,Living Room,Returning to mingle with guests,Professor Plum,18
19:30 PM,Study,Peeling an orange,Professor Plum,18
19:40 PM,Study,Returning to mingle with guests,Professor Plum,18
19:50 PM,Study,Whittling a stick,Professor Plum,18
20:00 PM,Study,Ripping wippets,Professor Plum,18
20:10 PM,Study,Peeling an orange,Professor Plum,18
20:20 PM,Living Room,Returning to mingle with guests,Professor Plum,18
20:30 PM,Study,Whittling a stick,Professor Plum,18
20:40 PM,Study,Observing guests from afar,Professor Plum,18
20:50 PM,Study,Returning to mingle with guests,Professor Plum,18
21:00 PM,Study,Observing guests from afar,Professor Plum,18
21:10 PM,Study,Complaining about TSA going through their purse,Professor Plum,18
21:20 PM,Dining Room,Peeling an orange,Professor Plum,18
21:30 PM,Dining Room,Looking in drawers,Professor Plum,18
21:40 PM,Kitchen,Taking her dog for a walk,Professor Plum,18
21:50 PM,Pantry,Whittling a stick,Professor Plum,18
22:00 PM,Kitchen,Whittling a stick,Professor Plum,18
22:10 PM,Pantry,Peeling an orange,Professor Plum,18
19:00 PM,Kitchen,Reading warning labels,Mr. Green,16
19:10 PM,Kitchen,Reading warning labels,Mr. Green,16
19:20 PM,Kitchen,Ripping wippets,Mr. Green,16
19:30 PM,Kitchen,Reorganizing books and materials,Mr. Green,16
19:40 PM,Kitchen,Reading warning labels,Mr. Green,16
19:50 PM,Pantry,Washing up after handling items,Mr. Green,16
20:00 PM,Kitchen,Returning to mingle with guests,Mr. Green,16
20:10 PM,Kitchen,Reading warning labels,Mr. Green,16
20:20 PM,Kitchen,Polishing household items,Mr. Green,16
20:30 PM,Pantry,Ripping wippets,Mr. Green,16
20:40 PM,Pantry,Speaking in a high-pitched voice,Mr. Green,16
20:50 PM,Kitchen,Ripping wippets,Mr. Green,16
21:00 PM,Pantry,Inflating balloons,Mr. Green,16
21:10 PM,Kitchen,Ripping wippets,Mr. Green,16
21:20 PM,Kitchen,Retrieving items from storage,Mr. Green,16
21:30 PM,Kitchen,Speaking in a high-pitched voice,Mr. Green,16
21:40 PM,Pantry,Reading warning labels,Mr. Green,16
21:50 PM,Pantry,Looking in drawers,Mr. Green,16
22:00 PM,Kitchen,Ripping wippets,Mr. Green,16
22:10 PM,Pantry,Reading warning labels,Mr. Green,16
19:00 PM,Living Room,Inspecting a family heirloom,Mrs. White,7
19:10 PM,Living Room,Opening a safe,Mrs. White,7
19:20 PM,Study,Washing up after handling items,Mrs. White,7
19:30 PM,Dining Room,Washing up after handling items,Mrs. White,7
19:40 PM,Living Room,Washing up after handling items,Mrs. White,7
19:50 PM,Living Room,Opening a safe,Mrs. White,7
20:00 PM,Bathroom,Washing up after handling items,Mrs. White,7
20:10 PM,Living Room,Polishing household items,Mrs. White,7
20:20 PM,Living Room,Washing up after handling items,Mrs. White,7
20:30 PM,Dining Room,Chatting with guests,Mrs. White,7
20:40 PM,Study,Observing guests from afar,Mrs. White,7
20:50 PM,Living Room,Opening a safe,Mrs. White,7
21:00 PM,Living Room,Returning to mingle with guests,Mrs. White,7
21:10 PM,Bathroom,Chatting with guests,Mrs. White,7
21:20 PM,Living Room,Inspecting a family heirloom,Mrs. White,7
21:30 PM,Bathroom,Serving drinks and chatting with guests,Mrs. White,7
21:40 PM,Living Room,Bragging about their Birkin,Mrs. White,7
21:50 PM,Living Room,Opening a safe,Mrs. White,7
22:00 PM,Living Room,Talking about skeet shooting,Mrs. White,7
22:10 PM,Study,Talking about skeet shooting,Mrs. White,7
19:00 PM,Living Room,Opening a safe,Mrs. White,16
19:10 PM,Living Room,Serving drinks and chatting with guests,Mrs. White,16
19:20 PM,Dining Room,Washing up after handling items,Mrs. White,16
19:30 PM,Dining Room,Opening a safe,Mrs. White,16
19:40 PM,Kitchen,Polishing household items,Mrs. White,16
19:50 PM,Kitchen,Talking about skeet shooting,Mrs. White,16
20:00 PM,Pantry,Talking about skeet shooting,Mrs. White,16
20:10 PM,Kitchen,Polishing household items,Mrs. White,16
20:20 PM,Kitchen,Opening a safe,Mrs. White,16
20:30 PM,Pantry,Opening a safe,Mrs. White,16
20:40 PM,Pantry,Washing up after handling items,Mrs. White,16
20:50 PM,Kitchen,Taking her dog for a walk,Mrs. White,16
21:00 PM,Kitchen,Swapping drinks unnoticed,Mrs. White,16
21:10 PM,Pantry,Talking about skeet shooting,Mrs. White,16
21:20 PM,Pantry,Inspecting a family heirloom,Mrs. White,16
21:30 PM,Kitchen,Rinsing a glass carefully,Mrs. White,16
21:40 PM,Dining Room,Opening a safe,Mrs. White,16
21:50 PM,Kitchen,Retrieving items from storage,Mrs. White,16
22:00 PM,Kitchen,Washing up after handling items,Mrs. White,16
22:10 PM,Dining Room,Serving drinks and chatting with guests,Mrs. White,16
19:00 PM,Living Room,Reorganizing books and materials,Mrs. White,17
19:10 PM,Bathroom,Polishing household items,Mrs. White,17
19:20 PM,Living Room,Opening a safe,Mrs. White,17
19:30 PM,Bathroom,Washing up after handling items,Mrs. White,17
19:40 PM,Living Room,Talking about skeet shooting,Mrs. White,17
19:50 PM,Living Room,Looking in drawers,Mrs. White,17
20:00 PM,Living Room,Reorganizing books and materials,Mrs. White,17
20:10 PM,Study,Opening a safe,Mrs. White,17
20:20 PM,Study,Inspecting a family heirloom,Mrs. White,17
20:30 PM,Study,Washing up after handling items,Mrs. White,17
20:40 PM,Study,Whittling a stick,Mrs. White,17
20:50 PM,Living Room,Talking about skeet shooting,Mrs. White,17
21:00 PM,Bathroom,Washing up after handling items,Mrs. White,17
21:10 PM,Living Room,Looking in drawers,Mrs. White,17
21:20 PM,Dining Room,Opening a safe,Mrs. White,17
21:30 PM,Kitchen,Rinsing a glass carefully,Mrs. White,17
21:40 PM,Dining Room,Washing up after handling items,Mrs. White,17
21:50 PM,Study,Washing up after handling items,Mrs. White,17
22:00 PM,Dining Room,Polishing household items,Mrs. White,17
22:10 PM,Living Room,Reading warning labels,Mrs. White,17
19:00 PM,Kitchen,Inflating balloons,Mr. Green,17
19:10 PM,Pantry,Whittling a stick,Mr. Green,17
19:20 PM,Kitchen,Looking in drawers,Mr. Green,17
19:30 PM,Pantry,Chatting with guests,Mr. Green,17
19:40 PM,Kitchen,Inflating balloons,Mr. Green,17
19:50 PM,Pantry,Bragging about their Birkin,Mr. Green,17
20:00 PM,Pantry,Polishing household items,Mr. Green,17
20:10 PM,Kitchen,Looking in drawers,Mr. Green,17
20:20 PM,Kitchen,Ripping wippets,Mr. Green,17
20:30 PM,Kitchen,Reading warning labels,Mr. Green,17
20:40 PM,Kitchen,Retrieving items from storage,Mr. Green,17
20:50 PM,Dining Room,Swapping drinks unnoticed,Mr. Green,17
21:00 PM,Dining Room,Inflating balloons,Mr. Green,17
21:10 PM,Living Room,Reading warning labels,Mr. Green,17
21:20 PM,Bathroom,Opening a safe,Mr. Green,17
21:30 PM,Living Room,Reading warning labels,Mr. Green,17
21:40 PM,Dining Room,Observing guests from afar,Mr. Green,17
21:50 PM,Dining Room,Looking in drawers,Mr. Green,17
22:00 PM,Living Room,Speaking in a high-pitched voice,Mr. Green,17
22:10 PM,Study,Speaking in a high-pitched voice,Mr. Green,17
19:00 PM,Living Room,Talking about skeet shooting,Mrs. White,6
19:10 PM,Living Room,Complaining about TSA going through their purse,Mrs. White,6
19:20 PM,Dining Room,Talking about skeet shooting,Mrs. White,6
19:30 PM,Living Room,Washing up after handling items,Mrs. White,6
19:40 PM,Living Room,Taking her dog for a walk,Mrs. White,6
19:50 PM,Living Room,Polishing household items,Mrs. White,6
20:00 PM,Study,Polishing household items,Mrs. White,6
20:10 PM,Living Room,Taking her dog for a walk,Mrs. White,6
20:20 PM,Bathroom,Polishing household items,Mrs. White,6
20:30 PM,Living Room,Polishing household items,Mrs. White,6
20:40 PM,Living Room,Inspecting a family heirloom,Mrs. White,6
20:50 PM,Study,Taking her dog for a walk,Mrs. White,6
21:00 PM,Living Room,Inflating balloons,Mrs. White,6
21:10 PM,Living Room,Opening a safe,Mrs. White,6
21:20 PM,Living Room,Opening a safe,Mrs. White,6
21:30 PM,Dining Room,Inflating balloons,Mrs. White,6
21:40 PM,Kitchen,Polishing household items,Mrs. White,6
21:50 PM,Kitchen,Opening a safe,Mrs. White,6
